level,subject,topic,difficulty,question,option_a,option_b,option_c,option_d,correct_answer,explanation
2,Math,Addition within 100,Easy,What is 67 + 9?,77,71,73,76,D,67 + 9 = 76.
2,Math,Addition within 100,Medium,What is 49 + 15?,69,67,64,66,C,49 + 15 = 64.
2,Math,Addition within 100,Hard,What is 31 + 36?,71,64,67,63,C,31 + 36 = 67.
2,Math,Addition within 100,Easy,What is 35 + 15?,51,50,54,52,B,35 + 15 = 50.
2,Math,Subtraction within 100,Easy,What is 92 − 18?,79,77,74,72,C,92 − 18 = 74.
2,Math,Subtraction within 100,Medium,What is 41 − 27?,19,14,16,18,B,41 − 27 = 14.
2,Math,Subtraction within 100,Hard,What is 61 − 39?,22,21,17,20,A,61 − 39 = 22.
2,Math,Subtraction within 100,Easy,What is 100 − 17?,83,82,80,84,A,100 − 17 = 83.
2,Math,Subtraction within 100,Medium,What is 52 − 24?,28,29,25,27,A,52 − 24 = 28.
2,Math,Subtraction within 100,Hard,What is 73 − 36?,37,42,36,38,A,73 − 36 = 37.
2,Math,Subtraction within 100,Easy,What is 43 − 27?,19,16,15,11,B,43 − 27 = 16.
2,Math,Subtraction within 100,Medium,What is 60 − 11?,44,47,53,49,D,60 − 11 = 49.
2,Math,Subtraction within 100,Hard,What is 55 − 35?,20,16,22,15,A,55 − 35 = 20.
2,Math,Subtraction within 100,Easy,What is 45 − 31?,12,13,14,16,C,45 − 31 = 14.
2,Math,Subtraction within 100,Medium,What is 49 − 32?,17,18,22,12,A,49 − 32 = 17.
2,Math,Subtraction within 100,Hard,What is 64 − 26?,40,34,35,38,D,64 − 26 = 38.
2,Math,Subtraction within 100,Easy,What is 41 − 23?,22,18,23,17,B,41 − 23 = 18.
2,Math,Subtraction within 100,Medium,What is 42 − 28?,14,13,10,9,A,42 − 28 = 14.
2,Math,Subtraction within 100,Hard,What is 91 − 33?,55,63,58,62,C,91 − 33 = 58.
2,Math,Subtraction within 100,Easy,What is 92 − 14?,76,73,78,80,C,92 − 14 = 78.
2,Math,Subtraction within 100,Medium,What is 73 − 6?,64,67,69,68,B,73 − 6 = 67.
2,Math,Subtraction within 100,Hard,What is 91 − 34?,62,52,57,60,C,91 − 34 = 57.
2,Math,Subtraction within 100,Easy,What is 60 − 35?,26,25,24,21,B,60 − 35 = 25.
2,Math,Subtraction within 100,Medium,What is 31 − 26?,5,9,4,2,A,31 − 26 = 5.
2,Math,Subtraction within 100,Hard,What is 58 − 21?,34,37,39,35,B,58 − 21 = 37.
2,Math,Subtraction within 100,Easy,What is 43 − 16?,28,27,26,32,B,43 − 16 = 27.
2,Math,Subtraction within 100,Medium,What is 19 − 14?,5,4,2,1,A,19 − 14 = 5.
2,Math,Subtraction within 100,Hard,What is 81 − 34?,42,43,44,47,D,81 − 34 = 47.
2,Math,Subtraction within 100,Easy,What is 59 − 38?,22,23,26,21,D,59 − 38 = 21.
2,Math,Subtraction within 100,Medium,What is 63 − 23?,38,44,39,40,D,63 − 23 = 40.
2,Math,Subtraction within 100,Hard,What is 18 − 5?,18,12,13,17,C,18 − 5 = 13.
2,Math,Subtraction within 100,Easy,What is 78 − 21?,55,57,62,54,B,78 − 21 = 57.
2,Math,Subtraction within 100,Medium,What is 50 − 29?,21,16,20,26,A,50 − 29 = 21.
2,Math,Subtraction within 100,Hard,What is 91 − 28?,61,67,65,63,D,91 − 28 = 63.
2,Math,Subtraction within 100,Easy,What is 90 − 23?,63,65,68,67,D,90 − 23 = 67.
2,Math,Subtraction within 100,Medium,What is 14 − 12?,5,2,1,3,B,14 − 12 = 2.
2,Math,Subtraction within 100,Hard,What is 62 − 26?,38,36,35,41,B,62 − 26 = 36.
2,Math,Subtraction within 100,Easy,What is 21 − 16?,2,8,5,9,C,21 − 16 = 5.
2,Math,Place Value to 1000,Easy,What digit is in the tens place in 703?,3,0,2,4,B,"In 703, the tens digit is 0."
2,Math,Place Value to 1000,Medium,What digit is in the hundreds place in 463?,4,8,0,9,A,"In 463, the hundreds digit is 4."
2,Math,Place Value to 1000,Hard,What digit is in the ones place in 733?,4,3,1,5,B,"In 733, the ones digit is 3."
2,Math,Place Value to 1000,Easy,What digit is in the ones place in 369?,10,12,9,8,C,"In 369, the ones digit is 9."
2,Math,Place Value to 1000,Medium,What digit is in the hundreds place in 677?,6,5,11,10,A,"In 677, the hundreds digit is 6."
2,Math,Place Value to 1000,Hard,What digit is in the ones place in 500?,4,0,1,5,B,"In 500, the ones digit is 0."
2,Math,Place Value to 1000,Easy,What digit is in the ones place in 622?,3,2,4,0,B,"In 622, the ones digit is 2."
2,Math,Place Value to 1000,Medium,What digit is in the tens place in 120?,2,6,0,4,A,"In 120, the tens digit is 2."
2,Math,Place Value to 1000,Hard,What digit is in the hundreds place in 644?,7,6,3,5,B,"In 644, the hundreds digit is 6."
2,Math,Place Value to 1000,Easy,What digit is in the tens place in 964?,2,6,5,3,B,"In 964, the tens digit is 6."
2,Math,Place Value to 1000,Medium,What digit is in the tens place in 140?,9,3,1,4,D,"In 140, the tens digit is 4."
2,Math,Place Value to 1000,Hard,What digit is in the ones place in 699?,8,9,5,13,B,"In 699, the ones digit is 9."
2,Math,Place Value to 1000,Easy,What digit is in the hundreds place in 775?,6,7,2,8,B,"In 775, the hundreds digit is 7."
2,Math,Place Value to 1000,Medium,What digit is in the hundreds place in 825?,8,10,6,3,A,"In 825, the hundreds digit is 8."
2,Math,Place Value to 1000,Hard,What digit is in the hundreds place in 872?,12,10,8,6,C,"In 872, the hundreds digit is 8."
2,Math,Place Value to 1000,Easy,What digit is in the ones place in 152?,5,2,4,3,B,"In 152, the ones digit is 2."
2,Math,Place Value to 1000,Medium,What digit is in the ones place in 861?,0,3,1,6,C,"In 861, the ones digit is 1."
2,Math,Place Value to 1000,Hard,What digit is in the tens place in 494?,8,10,4,9,D,"In 494, the tens digit is 9."
2,Math,Place Value to 1000,Easy,What digit is in the tens place in 903?,0,2,4,5,A,"In 903, the tens digit is 0."
2,Math,Place Value to 1000,Medium,What digit is in the tens place in 226?,7,4,6,2,D,"In 226, the tens digit is 2."
2,Math,Place Value to 1000,Hard,What digit is in the ones place in 347?,2,7,9,12,B,"In 347, the ones digit is 7."
2,Math,Place Value to 1000,Easy,What digit is in the hundreds place in 885?,5,8,11,7,B,"In 885, the hundreds digit is 8."
2,Math,Place Value to 1000,Medium,What digit is in the tens place in 659?,5,6,3,9,A,"In 659, the tens digit is 5."
2,Math,Place Value to 1000,Hard,What digit is in the ones place in 550?,1,0,3,2,B,"In 550, the ones digit is 0."
2,Math,Place Value to 1000,Easy,What digit is in the ones place in 283?,2,0,7,3,D,"In 283, the ones digit is 3."
2,Math,Place Value to 1000,Medium,What digit is in the ones place in 414?,3,7,4,8,C,"In 414, the ones digit is 4."
2,Math,Place Value to 1000,Hard,What digit is in the tens place in 833?,7,2,3,8,C,"In 833, the tens digit is 3."
2,Math,Place Value to 1000,Easy,What digit is in the hundreds place in 869?,8,6,4,13,A,"In 869, the hundreds digit is 8."
2,Math,Place Value to 1000,Medium,What digit is in the ones place in 168?,11,4,8,12,C,"In 168, the ones digit is 8."
2,Math,Place Value to 1000,Hard,What digit is in the tens place in 308?,2,0,5,4,B,"In 308, the tens digit is 0."
2,Math,Place Value to 1000,Easy,What digit is in the tens place in 203?,3,5,1,0,D,"In 203, the tens digit is 0."
2,Math,Place Value to 1000,Medium,What digit is in the hundreds place in 298?,7,2,1,4,B,"In 298, the hundreds digit is 2."
2,Math,Place Value to 1000,Hard,What digit is in the hundreds place in 231?,3,0,1,2,D,"In 231, the hundreds digit is 2."
2,Math,Measurement (cm/m),Easy,What is the best estimate for the length of a pencil?,50 cm,15 cm,1 m,2 m,B,The best estimate for a pencil is 15 cm.
2,Math,Measurement (cm/m),Medium,What is the best estimate for the length of a door?,10 cm,50 cm,2 m,5 m,C,The best estimate for a door is 2 m.
2,Math,Measurement (cm/m),Hard,What is the best estimate for the length of a book?,10 m,2 m,25 cm,1 m,C,The best estimate for a book is 25 cm.
2,Math,Measurement (cm/m),Easy,What is the best estimate for the length of a classroom?,2 m,20 cm,50 cm,8 m,D,The best estimate for a classroom is 8 m.
2,Math,Measurement (cm/m),Medium,What is the best estimate for the length of a pencil?,2 m,1 m,15 cm,50 cm,C,The best estimate for a pencil is 15 cm.
2,Math,Measurement (cm/m),Hard,What is the best estimate for the length of a door?,50 cm,5 m,2 m,10 cm,C,The best estimate for a door is 2 m.
2,Math,Measurement (cm/m),Easy,What is the best estimate for the length of a book?,2 m,25 cm,10 m,1 m,B,The best estimate for a book is 25 cm.
2,Math,Measurement (cm/m),Medium,What is the best estimate for the length of a classroom?,20 cm,8 m,50 cm,2 m,B,The best estimate for a classroom is 8 m.
2,Math,Measurement (cm/m),Hard,What is the best estimate for the length of a pencil?,1 m,50 cm,2 m,15 cm,D,The best estimate for a pencil is 15 cm.
2,Math,Measurement (cm/m),Easy,What is the best estimate for the length of a door?,10 cm,50 cm,2 m,5 m,C,The best estimate for a door is 2 m.
2,Math,Measurement (cm/m),Medium,What is the best estimate for the length of a book?,25 cm,10 m,1 m,2 m,A,The best estimate for a book is 25 cm.
2,Math,Measurement (cm/m),Hard,What is the best estimate for the length of a classroom?,50 cm,20 cm,2 m,8 m,D,The best estimate for a classroom is 8 m.
2,Math,Measurement (cm/m),Easy,What is the best estimate for the length of a pencil?,50 cm,2 m,1 m,15 cm,D,The best estimate for a pencil is 15 cm.
2,Math,Measurement (cm/m),Medium,What is the best estimate for the length of a door?,10 cm,50 cm,2 m,5 m,C,The best estimate for a door is 2 m.
2,Math,Measurement (cm/m),Hard,What is the best estimate for the length of a book?,2 m,1 m,25 cm,10 m,C,The best estimate for a book is 25 cm.
2,Math,Measurement (cm/m),Easy,What is the best estimate for the length of a classroom?,2 m,50 cm,20 cm,8 m,D,The best estimate for a classroom is 8 m.
2,Math,Measurement (cm/m),Medium,What is the best estimate for the length of a pencil?,2 m,1 m,15 cm,50 cm,C,The best estimate for a pencil is 15 cm.
2,Math,Measurement (cm/m),Hard,What is the best estimate for the length of a door?,5 m,2 m,50 cm,10 cm,B,The best estimate for a door is 2 m.
2,Math,Measurement (cm/m),Easy,What is the best estimate for the length of a book?,2 m,10 m,1 m,25 cm,D,The best estimate for a book is 25 cm.
2,Math,Measurement (cm/m),Medium,What is the best estimate for the length of a classroom?,8 m,50 cm,2 m,20 cm,A,The best estimate for a classroom is 8 m.
2,Math,Measurement (cm/m),Hard,What is the best estimate for the length of a pencil?,2 m,15 cm,50 cm,1 m,B,The best estimate for a pencil is 15 cm.
2,Math,Measurement (cm/m),Easy,What is the best estimate for the length of a door?,2 m,10 cm,50 cm,5 m,A,The best estimate for a door is 2 m.
2,Math,Measurement (cm/m),Medium,What is the best estimate for the length of a book?,10 m,1 m,25 cm,2 m,C,The best estimate for a book is 25 cm.
2,Math,Measurement (cm/m),Hard,What is the best estimate for the length of a classroom?,50 cm,2 m,8 m,20 cm,C,The best estimate for a classroom is 8 m.
2,Math,Measurement (cm/m),Easy,What is the best estimate for the length of a pencil?,15 cm,2 m,1 m,50 cm,A,The best estimate for a pencil is 15 cm.
2,Math,Measurement (cm/m),Medium,What is the best estimate for the length of a door?,50 cm,5 m,2 m,10 cm,C,The best estimate for a door is 2 m.
2,Math,Measurement (cm/m),Hard,What is the best estimate for the length of a book?,1 m,2 m,10 m,25 cm,D,The best estimate for a book is 25 cm.
2,Math,Measurement (cm/m),Easy,What is the best estimate for the length of a classroom?,2 m,20 cm,50 cm,8 m,D,The best estimate for a classroom is 8 m.
2,Math,Measurement (cm/m),Medium,What is the best estimate for the length of a pencil?,2 m,15 cm,50 cm,1 m,B,The best estimate for a pencil is 15 cm.
2,Math,Measurement (cm/m),Hard,What is the best estimate for the length of a door?,50 cm,2 m,10 cm,5 m,B,The best estimate for a door is 2 m.
2,Math,Measurement (cm/m),Easy,What is the best estimate for the length of a book?,25 cm,1 m,10 m,2 m,A,The best estimate for a book is 25 cm.
2,Math,Measurement (cm/m),Medium,What is the best estimate for the length of a classroom?,50 cm,20 cm,2 m,8 m,D,The best estimate for a classroom is 8 m.
2,Math,Measurement (cm/m),Hard,What is the best estimate for the length of a pencil?,1 m,2 m,50 cm,15 cm,D,The best estimate for a pencil is 15 cm.
2,Math,Telling Time,Easy,A clock shows 7 o'clock and 30 minutes. What time is it?,7:00,7:30,8:30,7:45,B,The time is 7:30.
2,Math,Telling Time,Medium,A clock shows 1 o'clock and 15 minutes. What time is it?,1:15,2:15,1:30,1:45,A,The time is 1:15.
2,Math,Telling Time,Hard,A clock shows 1 o'clock and 0 minutes. What time is it?,2:00,1:00,1:30,1:15,B,The time is 1:00.
2,Math,Telling Time,Easy,A clock shows 8 o'clock and 45 minutes. What time is it?,9:45,8:00,8:45,8:15,C,The time is 8:45.
2,Math,Telling Time,Medium,A clock shows 11 o'clock and 0 minutes. What time is it?,11:15,12:00,11:30,11:00,D,The time is 11:00.
2,Math,Telling Time,Hard,A clock shows 3 o'clock and 30 minutes. What time is it?,3:00,3:45,3:30,4:30,C,The time is 3:30.
2,Math,Telling Time,Easy,A clock shows 5 o'clock and 45 minutes. What time is it?,5:45,6:45,5:00,5:15,A,The time is 5:45.
2,Math,Telling Time,Medium,A clock shows 4 o'clock and 15 minutes. What time is it?,4:15,4:30,5:15,4:45,A,The time is 4:15.
2,Math,Telling Time,Hard,A clock shows 10 o'clock and 30 minutes. What time is it?,11:30,10:00,10:45,10:30,D,The time is 10:30.
2,Math,Telling Time,Easy,A clock shows 10 o'clock and 30 minutes. What time is it?,10:00,11:30,10:30,10:45,C,The time is 10:30.
2,Math,Telling Time,Medium,A clock shows 10 o'clock and 15 minutes. What time is it?,11:15,10:45,10:30,10:15,D,The time is 10:15.
2,Math,Telling Time,Hard,A clock shows 7 o'clock and 30 minutes. What time is it?,7:30,7:00,7:45,8:30,A,The time is 7:30.
2,Math,Telling Time,Easy,A clock shows 7 o'clock and 30 minutes. What time is it?,8:30,7:30,7:45,7:00,B,The time is 7:30.
2,Math,Telling Time,Medium,A clock shows 2 o'clock and 30 minutes. What time is it?,2:30,3:30,2:00,2:45,A,The time is 2:30.
2,Math,Telling Time,Hard,A clock shows 9 o'clock and 0 minutes. What time is it?,9:30,9:15,9:00,10:00,C,The time is 9:00.
2,Math,Telling Time,Easy,A clock shows 9 o'clock and 30 minutes. What time is it?,9:45,9:00,10:30,9:30,D,The time is 9:30.
2,Math,Telling Time,Medium,A clock shows 1 o'clock and 0 minutes. What time is it?,2:00,1:00,1:15,1:30,B,The time is 1:00.
2,Math,Telling Time,Hard,A clock shows 11 o'clock and 30 minutes. What time is it?,12:30,11:30,11:00,11:45,B,The time is 11:30.
2,Math,Telling Time,Easy,A clock shows 1 o'clock and 30 minutes. What time is it?,2:30,1:45,1:00,1:30,D,The time is 1:30.
2,Math,Telling Time,Medium,A clock shows 9 o'clock and 0 minutes. What time is it?,9:15,10:00,9:30,9:00,D,The time is 9:00.
2,Math,Telling Time,Hard,A clock shows 2 o'clock and 45 minutes. What time is it?,2:45,3:45,2:15,2:00,A,The time is 2:45.
2,Math,Telling Time,Easy,A clock shows 5 o'clock and 45 minutes. What time is it?,5:00,5:45,5:15,6:45,B,The time is 5:45.
2,Math,Telling Time,Medium,A clock shows 2 o'clock and 30 minutes. What time is it?,3:30,2:30,2:00,2:45,B,The time is 2:30.
2,Math,Telling Time,Hard,A clock shows 9 o'clock and 45 minutes. What time is it?,9:15,9:00,10:45,9:45,D,The time is 9:45.
2,Math,Telling Time,Easy,A clock shows 2 o'clock and 30 minutes. What time is it?,3:30,2:30,2:00,2:45,B,The time is 2:30.
2,Math,Telling Time,Medium,A clock shows 9 o'clock and 15 minutes. What time is it?,10:15,9:15,9:45,9:30,B,The time is 9:15.
2,Math,Telling Time,Hard,A clock shows 7 o'clock and 15 minutes. What time is it?,7:15,7:30,8:15,7:45,A,The time is 7:15.
2,Math,Telling Time,Easy,A clock shows 4 o'clock and 30 minutes. What time is it?,4:45,4:00,5:30,4:30,D,The time is 4:30.
2,Math,Telling Time,Medium,A clock shows 3 o'clock and 45 minutes. What time is it?,3:15,4:45,3:45,3:00,C,The time is 3:45.
2,Math,Telling Time,Hard,A clock shows 9 o'clock and 45 minutes. What time is it?,10:45,9:15,9:00,9:45,D,The time is 9:45.
2,Math,Telling Time,Easy,A clock shows 10 o'clock and 45 minutes. What time is it?,10:15,10:45,10:00,11:45,B,The time is 10:45.
2,Math,Telling Time,Medium,A clock shows 11 o'clock and 45 minutes. What time is it?,12:45,11:00,11:15,11:45,D,The time is 11:45.
2,Math,Telling Time,Hard,A clock shows 12 o'clock and 15 minutes. What time is it?,12:45,12:30,1:15,12:15,D,The time is 12:15.
2,Math,Basic Multiplication Intro,Easy,"If there are 2 groups of 4 items, how many items are there?",8,6,11,13,A,2 × 4 = 8 items.
2,Math,Basic Multiplication Intro,Medium,"If there are 5 groups of 2 items, how many items are there?",9,11,10,15,C,5 × 2 = 10 items.
2,Math,Basic Multiplication Intro,Hard,"If there are 2 groups of 4 items, how many items are there?",8,7,6,13,A,2 × 4 = 8 items.
2,Math,Basic Multiplication Intro,Easy,"If there are 3 groups of 5 items, how many items are there?",12,19,15,18,C,3 × 5 = 15 items.
2,Math,Basic Multiplication Intro,Medium,"If there are 5 groups of 3 items, how many items are there?",11,17,15,13,C,5 × 3 = 15 items.
2,Math,Basic Multiplication Intro,Hard,"If there are 3 groups of 4 items, how many items are there?",12,15,17,14,A,3 × 4 = 12 items.
2,Math,Basic Multiplication Intro,Easy,"If there are 3 groups of 5 items, how many items are there?",10,14,16,15,D,3 × 5 = 15 items.
2,Math,Basic Multiplication Intro,Medium,"If there are 5 groups of 3 items, how many items are there?",15,17,12,13,A,5 × 3 = 15 items.
2,Math,Basic Multiplication Intro,Hard,"If there are 5 groups of 5 items, how many items are there?",25,24,30,28,A,5 × 5 = 25 items.
2,Math,Basic Multiplication Intro,Easy,"If there are 5 groups of 4 items, how many items are there?",17,22,25,20,D,5 × 4 = 20 items.
2,Math,Basic Multiplication Intro,Medium,"If there are 3 groups of 3 items, how many items are there?",12,9,4,14,B,3 × 3 = 9 items.
2,Math,Basic Multiplication Intro,Hard,"If there are 3 groups of 5 items, how many items are there?",20,11,19,15,D,3 × 5 = 15 items.
2,Math,Basic Multiplication Intro,Easy,"If there are 3 groups of 5 items, how many items are there?",18,17,15,11,C,3 × 5 = 15 items.
2,Math,Basic Multiplication Intro,Medium,"If there are 5 groups of 3 items, how many items are there?",18,11,15,17,C,5 × 3 = 15 items.
2,Math,Basic Multiplication Intro,Hard,"If there are 5 groups of 4 items, how many items are there?",18,23,20,19,C,5 × 4 = 20 items.
2,Math,Basic Multiplication Intro,Easy,"If there are 4 groups of 4 items, how many items are there?",16,17,20,12,A,4 × 4 = 16 items.
2,Math,Basic Multiplication Intro,Medium,"If there are 3 groups of 3 items, how many items are there?",8,4,14,9,D,3 × 3 = 9 items.
2,Math,Basic Multiplication Intro,Hard,"If there are 2 groups of 4 items, how many items are there?",9,6,8,5,C,2 × 4 = 8 items.
2,Math,Basic Multiplication Intro,Easy,"If there are 5 groups of 3 items, how many items are there?",18,13,15,17,C,5 × 3 = 15 items.
2,Math,Basic Multiplication Intro,Medium,"If there are 5 groups of 2 items, how many items are there?",14,9,10,6,C,5 × 2 = 10 items.
